ID,Dom,Categoria,Classe,Reverse_Scored,Peso,Ativa,Texto
71,D_EXHORTATION,DANGER,P2,true,1,true,"Uso textos fora do contexto apenas para reforçar uma aplicação prática."
72,D_EXHORTATION,DANGER,P3,true,1,true,"Busco os méritos do progresso do aconselhando para mim."
73,D_EXHORTATION,MISUNDERSTANDING,P2,true,1,true,"Minha ênfase em ação faz parecer que não aprofundo as raízes do problema."
74,D_EXHORTATION,MISUNDERSTANDING,P3,true,1,true,"Ao estruturar planos, pareço confiar mais no método que no Espírito."
75,D_EXHORTATION,OTHER,P2,false,1,true,"Antes de orientar, ouço ativamente a história e as emoções da pessoa."
76,D_EXHORTATION,OTHER,P3,false,1,true,"Trabalho com ‘responsabilidade mútua’ para que o aconselhando participe das soluções."
77,E_GIVING,QUALITY,P1,false,1,true,"Administro minhas finanças com propósito para poder contribuir generosamente."
78,E_GIVING,QUALITY,P1,false,1,true,"Sinto alegria em suprir necessidades sem buscar publicidade."
79,E_GIVING,QUALITY,P1,false,1,true,"Busco ouvir a direção de Deus antes de uma oferta significativa."
80,E_GIVING,QUALITY,P2,false,1,true,"Prefiro apoiar obras e projetos com frutos comprovados."
81,E_GIVING,QUALITY,P2,false,1,true,"Procuro motivar outros à liberalidade por meio do meu exemplo."
82,E_GIVING,CHARACTERISTIC,P2,false,1,true,"Sou sensível a necessidades discretas que poderiam passar despercebidas."
83,E_GIVING,CHARACTERISTIC,P3,false,1,true,"Sinto-me participante da obra quando posso contribuir para sua continuidade."
84,E_GIVING,CHARACTERISTIC,P2,false,1,true,"Tenho uma vida simples para liberar mais recursos ao Reino."
85,E_GIVING,CHARACTERISTIC,P3,false,1,true,"Peço conselhos sábios para definir valores e destinatários."
86,E_GIVING,CHARACTERISTIC,P2,false,1,true,"Organizo orçamento e reservas para poder ajudar mesmo em imprevistos."
87,E_GIVING,CHARACTERISTIC,P2,false,1,true,"Invisto com prudência visando impacto duradouro para a missão."
88,E_GIVING,DANGER,P1,true,1,true,"Uso a contribuição para controlar decisões de um ministério."
89,E_GIVING,DANGER,P2,true,1,true,"Revelo valores ofertados para impressionar pessoas."
90,E_GIVING,DANGER,P2,true,1,true,"Atendo toda solicitação imediata sem avaliar se é o melhor para o outro."
91,E_GIVING,DANGER,P3,true,1,true,"Sinto-me mártir quando minha generosidade não é reconhecida."
92,E_GIVING,MISUNDERSTANDING,P3,true,1,true,"Minha frugalidade soa como avareza para familiares e amigos."
93,E_GIVING,MISUNDERSTANDING,P2,true,1,true,"Ao tentar inspirar outros a dar, pareço exercer pressão indevida."
94,E_GIVING,OTHER,P2,false,1,true,"Equilibro dar com intercessão, comunhão e serviço prático."
95,E_GIVING,OTHER,P3,false,1,true,"Avalio periodicamente se meus padrões de consumo honram o chamado à generosidade."
96,F_LEADERSHIP,QUALITY,P1,false,1,true,"Visualizo o quadro geral e estabeleço alvos alcançáveis para o grupo."
97,F_LEADERSHIP,QUALITY,P1,false,1,true,"Transformo visão em planos, processos e responsáveis claros."
98,F_LEADERSHIP,QUALITY,P2,false,1,true,"Considero recursos e limitações antes de decidir."
99,F_LEADERSHIP,QUALITY,P1,false,1,true,"Encorajo e desenvolvimento pessoas delegando com propósito."
100,F_LEADERSHIP,QUALITY,P2,false,1,true,"Persevero diante de reações negativas quando o objetivo é correto."
101,F_LEADERSHIP,CHARACTERISTIC,P2,false,1,true,"Prefiro concluir tarefas rapidamente e iniciar o próximo ciclo."
102,F_LEADERSHIP,CHARACTERISTIC,P2,false,1,true,"Assumo liderança quando percebo um vácuo organizacional."
103,F_LEADERSHIP,CHARACTERISTIC,P3,false,1,true,"Faço decisões com confiança após ouvir pessoas-chave."
104,F_LEADERSHIP,CHARACTERISTIC,P2,false,1,true,"Aprecio grandes responsabilidades e respondo bem à pressão."
105,F_LEADERSHIP,CHARACTERISTIC,P3,false,1,true,"Comunico prioridades de forma simples e mensurável."
106,F_LEADERSHIP,CHARACTERISTIC,P2,false,1,true,"Celebro publicamente as vitórias e reconheço os que contribuíram."
107,F_LEADERSHIP,DANGER,P1,true,1,true,"Centralizo decisões por não confiar suficientemente na equipe."
108,F_LEADERSHIP,DANGER,P2,true,1,true,"Trato pessoas como ‘recursos’ e não como irmãos com necessidades."
109,F_LEADERSHIP,DANGER,P2,true,1,true,"Imponho meu jeito em vez de servir e persuadir com humildade."
110,F_LEADERSHIP,DANGER,P3,true,1,true,"Deixo de valorizar e agradecer colaboradores de forma consistente."
111,F_LEADERSHIP,MISUNDERSTANDING,P3,true,1,true,"Ao delegar muito, pareço ocioso para quem não vê o trabalho invisível."
112,F_LEADERSHIP,MISUNDERSTANDING,P2,true,1,true,"Ao insistir no objetivo, pareço insensível ao ritmo e limites das pessoas."
113,F_LEADERSHIP,OTHER,P2,false,1,true,"Incluo momentos de escuta e cuidado pastoral nas rotinas da equipe."
114,F_LEADERSHIP,OTHER,P3,false,1,true,"Busco direção de Deus e prestação de contas para manter humildade no exercício da liderança."
115,G_MERCY,QUALITY,P1,false,1,true,"Percebo com facilidade a dor alheia e me aproximo para consolar."
116,G_MERCY,QUALITY,P1,false,1,true,"Crio ambientes seguros onde pessoas feridas podem se abrir."
117,G_MERCY,QUALITY,P2,false,1,true,"Procuro palavras e gestos que não machuquem quem já sofre."
118,G_MERCY,QUALITY,P1,false,1,true,"Disponibilizo tempo e presença para acompanhar processos delicados."
119,G_MERCY,QUALITY,P2,false,1,true,"Identifico sinceridade de coração e respondo com compaixão adequada."
120,G_MERCY,CHARACTERISTIC,P2,false,1,true,"Sou paciente com fraquezas repetidas e comemoro pequenos passos."
121,G_MERCY,CHARACTERISTIC,P2,false,1,true,"Interesso‑me genuinamente por pessoas esquecidas ou marginalizadas."
122,G_MERCY,CHARACTERISTIC,P3,false,1,true,"Expresso emoções com liberdade apropriada, gerando empatia."
123,G_MERCY,CHARACTERISTIC,P3,false,1,true,"Procuro apoio quando meu envolvimento emocional fica intenso."
124,G_MERCY,CHARACTERISTIC,P2,false,1,true,"Alerto outros para atitudes e palavras que podem ferir terceiros."
125,G_MERCY,CHARACTERISTIC,P2,false,1,true,"Equilibro presença acolhedora com oração e orientação bíblica."
126,G_MERCY,DANGER,P1,true,1,true,"Tomo decisões principalmente pelas emoções, ignorando a sabedoria."
127,G_MERCY,DANGER,P2,true,1,true,"Evito confrontar quando é claramente necessário, com medo de ferir."
128,G_MERCY,DANGER,P2,true,1,true,"Empatizo com quem não quer mudar e acabo reforçando vitimismo."
129,G_MERCY,DANGER,P3,true,1,true,"Carrego amarguras antigas e me retraio pela insensibilidade alheia."
130,G_MERCY,MISUNDERSTANDING,P3,true,1,true,"Minha sensibilidade parece ‘drama’ ou falta de bom senso para alguns."
131,G_MERCY,MISUNDERSTANDING,P2,true,1,true,"Minha proteção de terceiros é interpretada como intromissão indevida."
132,G_MERCY,OTHER,P2,false,1,true,"Quando necessário, uno ternura com firmeza amorosa para promover cura real."
133,G_MERCY,OTHER,P3,false,1,true,"Cuido de meus limites emocionais para continuar servindo com alegria."
